Symbol	SRS1	SRS2	deStatus
LILRA5	9.67	8.06	Yes
LILRA6	11.83	10.59	Yes
LILRA6	7.15	6.01	Yes
LILRB1	4.19	4.84	Yes
LILRB3	13.88	13.29	Yes
LIMA1	3.07	3.75	Yes
LIME1	8.74	9.73	Yes
LIMK2	8.16	7.1	Yes
LIMK2	8.15	7.23	Yes
LIMK2	8.02	7.07	Yes
LIN7A	8.77	7.66	Yes
LIPA	8.85	9.5	Yes
LIPN	7.03	6.05	Yes
LIPT1	5.66	6.27	Yes
LOC100127993	10.85	11.44	Yes
LOC100128266	7.02	7.7	Yes
LOC100128410	8.45	9.46	Yes
LOC100128805	4.69	5.74	Yes
LOC100128936	8.37	9.45	Yes
LOC100129028	8.66	9.36	Yes
LOC100129064	5.19	4.51	Yes
LOC100129118	9.99	9.38	Yes
LOC100129201	8.21	7.55	Yes
LOC100129237	5.85	6.51	Yes
LOC100129379	9.5	10.09	Yes
LOC100129424	11.68	12.36	Yes
LOC100129599	6.42	7.2	Yes
LOC100129637	3.74	4.6	Yes
LOC100129657	6.7	7.32	Yes
LOC100129673	4.97	5.66	Yes
LOC100129685	5.22	5.95	Yes
LOC100129685	11.11	11.73	Yes
LOC100129742	8.76	9.49	Yes
LOC100129827	7.61	6.12	Yes
LOC100129882	6.28	6.94	Yes
LOC100129905	5.8	6.5	Yes
LOC100129960	6.6	5.93	Yes
LOC100130070	7.27	8.27	Yes
LOC100130092	9.06	8.31	Yes
LOC100130520	5.71	4.47	Yes
LOC100130520	7.63	6.34	Yes
LOC100130707	8.88	7.94	Yes
LOC100130775	6.04	6.76	Yes
LOC100130892	8.04	8.68	Yes
LOC100130904	8.39	5.57	Yes
LOC100130904	5.2	3.74	Yes
LOC100130919	8.53	9.31	Yes
LOC100131096	5.92	6.52	Yes
LOC100131164	6.99	7.96	Yes
LOC100131196	10.63	11.5	Yes
LOC100131205	9.19	10.02	Yes
LOC100131323	4.69	5.33	Yes
LOC100131336	10.17	9.55	Yes
LOC100131360	7.89	7	Yes
LOC100131541	5.56	6.79	Yes
LOC100131541	6.24	6.94	Yes
LOC100131572	4.07	4.7	Yes
LOC100131609	6.36	6.99	Yes
LOC100131609	9.13	9.78	Yes
LOC100131662	3.48	4.13	Yes
LOC100131672	5.77	6.52	Yes
LOC100131672	5.38	6.06	Yes
LOC100131713	11.23	11.84	Yes
LOC100131713	4.78	5.49	Yes
LOC100131787	5.68	6.72	Yes
LOC100131905	10.21	10.93	Yes
LOC100131940	7.33	7.95	Yes
LOC100131967	8.43	7.76	Yes
LOC100132291	9.74	10.62	Yes
LOC100132299	6.86	7.45	Yes
LOC100132510	7.74	7.11	Yes
LOC100132547	5.65	6.31	Yes
LOC100132673	7.19	7.96	Yes
LOC100132707	6.1	6.76	Yes
LOC100132717	8.77	7.85	Yes
LOC100132740	5.46	6.1	Yes
LOC100132795	9.88	10.7	Yes
LOC100132795	9.55	10.14	Yes
LOC100133077	6.29	4.96	Yes
LOC100133328	5.85	6.51	Yes
LOC100133372	9.11	9.71	Yes
LOC100133565	7.19	6.27	Yes
LOC100133583	6.56	7.85	Yes
LOC100133609	6.01	5.29	Yes
LOC100133678	7.57	8.7	Yes
LOC100133812	12.28	12.93	Yes
LOC100133866	3.74	4.4	Yes
LOC100133923	6.04	7.34	Yes
LOC100133999	5.56	6.18	Yes
LOC100134273	6.49	7.25	Yes
LOC100134300	6.89	6.25	Yes
LOC100134379	6.88	6.21	Yes
LOC100134393	5.62	6.57	Yes
LOC100134504	6.25	7.16	Yes
LOC100170939	10.49	9.43	Yes
LOC100188949	4.67	5.26	Yes
LOC100233209	3.64	4.36	Yes
LOC127295	9.59	10.46	Yes
LOC134997	9.09	9.69	Yes
LOC136143	6.39	6.98	Yes
LOC145853	5.85	6.71	Yes
LOC147727	5.16	5.84	Yes
LOC148430	9.22	9.86	Yes
LOC153561	11.31	10.4	Yes
LOC154761	6.06	5.15	Yes
LOC158160	5.25	5.87	Yes
LOC158345	9.74	10.46	Yes
LOC197135	6.32	7.18	Yes
LOC202134	4.28	5.31	Yes
LOC205251	6.5	7.09	Yes
LOC255809	9.36	8.44	Yes
LOC25845	4.24	5.35	Yes
LOC282997	6.25	7.02	Yes
LOC283663	4.32	5.04	Yes
LOC284023	5.13	5.91	Yes
LOC284167	5.13	5.97	Yes
LOC284230	12.23	12.92	Yes
LOC284393	12.75	13.39	Yes
LOC284837	4.79	5.71	Yes
LOC285053	10.53	11.3	Yes
LOC285900	10.92	11.58	Yes
LOC286208	5.38	6.28	Yes
LOC338758	9.88	10.65	Yes
LOC338870	9.75	10.58	Yes
LOC339290	5.13	5.91	Yes
LOC339970	6.8	7.6	Yes
LOC345041	7.89	8.52	Yes
LOC347292	7	7.82	Yes
LOC347544	9.69	10.47	Yes
LOC387753	4.63	5.32	Yes
LOC387825	6.7	7.69	Yes
LOC387867	10.5	11.24	Yes
LOC387882	7.17	7.91	Yes
LOC388076	6.3	7.17	Yes
LOC388275	6.61	7.44	Yes
LOC388339	9.04	10.04	Yes
LOC388524	12.29	13	Yes
LOC388532	9.27	9.98	Yes
LOC388564	6.31	7.06	Yes
LOC388621	9.74	10.47	Yes
LOC388654	9.85	10.69	Yes
LOC388692	4.95	5.54	Yes
LOC388707	9.3	10.04	Yes
LOC388796	6.12	6.71	Yes
LOC389101	12.47	13.2	Yes
LOC389141	11	11.78	Yes
LOC389156	8.88	9.6	Yes
LOC389156	8.9	9.62	Yes
LOC389342	10.96	11.65	Yes
LOC389599	6.85	7.56	Yes
LOC389672	4.81	5.48	Yes
LOC390345	9.91	10.82	Yes
LOC390354	9.47	10.39	Yes
LOC391019	6.65	7.51	Yes
LOC391045	7.79	6.71	Yes
LOC391126	10.17	10.76	Yes
LOC391370	10.57	11.36	Yes
LOC391475	5.97	4.98	Yes
LOC391811	7.71	8.55	Yes
LOC391833	9.36	10.03	Yes
LOC392285	5.94	6.62	Yes
LOC392382	3.83	4.48	Yes
LOC399804	7.96	8.66	Yes
LOC399988	9.84	10.45	Yes
LOC400455	7.19	8.03	Yes
LOC400464	2.78	3.53	Yes
LOC400499	4.32	5.05	Yes
LOC400793	7.23	5.61	Yes
LOC400986	5.69	6.53	Yes
LOC401019	12.25	12.84	Yes
LOC401152	10.88	10.29	Yes
LOC401397	7.17	7.85	Yes
LOC401537	10.08	10.82	Yes
LOC401640	4.15	4.85	Yes
LOC401676	4.88	5.69	Yes
LOC402112	8.29	8.97	Yes
LOC402221	9.43	8.56	Yes
LOC439949	5.93	7.37	Yes
LOC440027	12.74	13.43	Yes
LOC440055	11.6	12.23	Yes
LOC440311	6.42	7.23	Yes
LOC440313	4.37	5	Yes
LOC440341	6.81	7.45	Yes
LOC440359	8.96	9.56	Yes
LOC440459	6.23	5.63	Yes
LOC440487	4.56	5.43	Yes
LOC440503	6.24	5.48	Yes
LOC440731	9.04	8.18	Yes
LOC440737	9.83	10.51	Yes
LOC440928	6.3	5.67	Yes
LOC440991	5.92	6.62	Yes
LOC441073	11.07	11.75	Yes
LOC441073	5.16	5.84	Yes
LOC441081	5.18	4.19	Yes
LOC441154	5.11	5.69	Yes
LOC441246	11.16	11.83	Yes
LOC441506	5.37	6.33	Yes
LOC441506	9.29	10.12	Yes
LOC441642	4.92	5.52	Yes
LOC441743	4.44	5.65	Yes
LOC441763	8.78	8.19	Yes
LOC441775	11.54	12.14	Yes
LOC442132	6.43	5.65	Yes
LOC442232	5.03	5.69	Yes
LOC442727	5.06	5.91	Yes
LOC550643	8.34	9.24	Yes
LOC641298	4.38	5.02	Yes
LOC641848	5.81	6.41	Yes
LOC642073	4.61	5.71	Yes
LOC642103	11.42	10.47	Yes
LOC642113	8.69	9.37	Yes
LOC642120	6.2	5.42	Yes
LOC642469	5.15	5.94	Yes
LOC642590	8.56	9.16	Yes
LOC642684	8.74	7.77	Yes
LOC642741	11.46	12.31	Yes
LOC642755	7.87	8.67	Yes
LOC642755	6.29	7.02	Yes
LOC642828	7.2	8	Yes
LOC642934	6.47	7.21	Yes
LOC642946	4.98	5.57	Yes
LOC642989	6.98	8.1	Yes
LOC643287	6.57	7.55	Yes
LOC643433	9.97	10.63	Yes
LOC643733	4.64	5.36	Yes
LOC643856	4.95	5.85	Yes
LOC643949	7.52	8.28	Yes
LOC644029	5.47	6.25	Yes
LOC644039	11.58	12.56	Yes
LOC644214	4.98	5.68	Yes
LOC644464	12.11	12.83	Yes
LOC644464	11.25	12.02	Yes
LOC644511	10.04	10.83	Yes
LOC644762	8.1	7.32	Yes
LOC644774	10.72	9.84	Yes
LOC644889	5.84	6.43	Yes
LOC644907	9.34	10.21	Yes
LOC644936	10.33	9.65	Yes
LOC644937	4.77	5.56	Yes
LOC645058	11.84	11.03	Yes
LOC645138	10.39	10.99	Yes
LOC645157	7.69	8.55	Yes
LOC645173	9.9	10.68	Yes
LOC645436	9.36	9.94	Yes
LOC645688	9.22	9.87	Yes
LOC645691	6.1	6.68	Yes
LOC645715	10.98	11.62	Yes
LOC645822	5.94	5.24	Yes
LOC645969	7.9	7.16	Yes
LOC646044	6.05	6.71	Yes
LOC646200	10.94	11.7	Yes
LOC646301	8.97	8.38	Yes
LOC646463	8.87	7.57	Yes
LOC646483	10.45	11.05	Yes
LOC646527	5.47	6.2	Yes
LOC646674	4.17	4.83	Yes
LOC646688	8.44	9.35	Yes
LOC646688	9.87	10.85	Yes
LOC646766	10.61	11.31	Yes
LOC646785	10.64	11.28	Yes
LOC646836	3.53	4.22	Yes
LOC646942	11.16	11.77	Yes
LOC646966	4.34	4.93	Yes
LOC647030	8.54	9.52	Yes
LOC647099	12.53	13.15	Yes
LOC647121	5.29	4.68	Yes
LOC647150	5.29	6.23	Yes
LOC647195	7.25	6.49	Yes
LOC647276	12.75	13.37	Yes
LOC647276	11.97	12.64	Yes
LOC647285	8.4	9.11	Yes
LOC647307	4.22	4.96	Yes
LOC647450	8.29	8.98	Yes
LOC647506	7.08	7.9	Yes
LOC647597	7.36	6.78	Yes
LOC647856	10.65	11.49	Yes
LOC648210	7.84	8.51	Yes
LOC648210	8.17	8.82	Yes
LOC648249	9.89	10.63	Yes
LOC648294	11.07	11.88	Yes
LOC648399	5.02	4.36	Yes
LOC648470	5.82	6.85	Yes
LOC648622	10.15	10.97	Yes
LOC648710	6.45	5.78	Yes
LOC648771	10.21	10.94	Yes
LOC648984	10.57	9.34	Yes
LOC648997	6.36	5.48	Yes
LOC649049	9.71	10.46	Yes
LOC649076	12.38	13.1	Yes
LOC649143	7.23	8.26	Yes
LOC649447	10.37	11.03	Yes
LOC649548	12	12.59	Yes
LOC649553	4.58	5.3	Yes
LOC649821	10.15	10.76	Yes
LOC649841	6.38	7.61	Yes
LOC649923	5.93	6.64	Yes
LOC649946	6.82	8.1	Yes
LOC650128	5.56	6.15	Yes
LOC650140	7.62	5.93	Yes
LOC651143	9.99	9.21	Yes
LOC651149	6.62	7.27	Yes
LOC651202	8.35	9.12	Yes
LOC651524	7.19	6.6	Yes
LOC651894	9.45	10.41	Yes
LOC652071	12.29	13.02	Yes
LOC652493	8.64	9.36	Yes
LOC652624	9.91	10.51	Yes
LOC652694	6.91	7.61	Yes
LOC652726	4.95	5.78	Yes
LOC653061	6.53	5.85	Yes
LOC653156	10.53	11.17	Yes
LOC653162	12.25	12.98	Yes
LOC653204	5.42	4.72	Yes
LOC653234	4.89	5.48	Yes
LOC653314	12.41	13	Yes
LOC653314	10.5	11.18	Yes
LOC653316	4.43	5.38	Yes
LOC653352	4.59	5.19	Yes
LOC653381	8.29	8.92	Yes
LOC653479	5.53	6.11	Yes
LOC653579	5.02	4.27	Yes
LOC653600	10.73	11.59	Yes
LOC653652	5.34	4.52	Yes
LOC653658	9.84	10.62	Yes
LOC653737	11.83	12.43	Yes
LOC653737	7.91	8.65	Yes
LOC653773	9.42	10.09	Yes
LOC653874	6.65	6.07	Yes
LOC653881	11.88	12.6	Yes
LOC653907	7.99	6.91	Yes
LOC654350	4.39	5.05	Yes
LOC727758	7.7	7.01	Yes
LOC727803	5.75	6.37	Yes
LOC727818	5.12	5.72	Yes
LOC727821	6.78	7.46	Yes
LOC727865	9.82	10.44	Yes
LOC727865	7.85	8.58	Yes
LOC727984	6.7	7.45	Yes
LOC728014	6.05	7.03	Yes
LOC728014	5.46	6.1	Yes
LOC728026	5.2	5.84	Yes
LOC728031	9.14	10.04	Yes
LOC728059	9.2	8.51	Yes
LOC728060	5.07	5.96	Yes
LOC728093	7.92	6.53	Yes
LOC728093	6.82	5.62	Yes
LOC728126	10.12	11.03	Yes
LOC728128	11.18	11.83	Yes
LOC728139	9.41	10.04	Yes
LOC728175	5.37	4.41	Yes
LOC728226	5.98	5.3	Yes
LOC728244	10.53	11.32	Yes
LOC728323	6.44	5.81	Yes
LOC728401	4.49	3.43	Yes
LOC728428	10.21	10.99	Yes
LOC728441	5.47	4.74	Yes
LOC728481	10.66	11.43	Yes
LOC728484	5.72	6.54	Yes
LOC728492	6.81	7.53	Yes
LOC728517	12.55	13.24	Yes
LOC728519	10.52	9.21	Yes
LOC728553	9.87	10.52	Yes
LOC728554	7.8	8.7	Yes
LOC728590	9.37	10.15	Yes
LOC728590	10.81	11.47	Yes
LOC728635	6.3	7.18	Yes
LOC728643	6.8	7.63	Yes
LOC728650	8.92	8.25	Yes
LOC728672	10.29	11	Yes
LOC728693	12.54	13.13	Yes
LOC728728	5.06	4.39	Yes
LOC728732	6.03	6.85	Yes
LOC728734	7.6	8.23	Yes
LOC728744	8.16	7.11	Yes
LOC728782	12.33	12.94	Yes
LOC728782	10.92	11.55	Yes
LOC728820	8.35	9.15	Yes
LOC728820	7.01	7.64	Yes
LOC728835	6.08	7.21	Yes
LOC728873	10.04	10.83	Yes
LOC729040	4.79	5.97	Yes
LOC729086	5.83	5.12	Yes
LOC729102	9.56	10.31	Yes
LOC729208	7.29	8.12	Yes
LOC729236	7.34	8.29	Yes
LOC729236	10.73	11.4	Yes
LOC729340	8.05	8.76	Yes
LOC729362	6.62	7.61	Yes
LOC729402	5.5	6.23	Yes
LOC729423	5.2	6.36	Yes
LOC729500	7.23	7.94	Yes
LOC729500	6.34	7.03	Yes
LOC729608	6.33	7.33	Yes
LOC729617	11.49	12.26	Yes
LOC729679	9.88	10.61	Yes
LOC729742	9.87	10.55	Yes
LOC729789	11.85	12.44	Yes
LOC729798	11.21	12.02	Yes
LOC729816	8.18	7.49	Yes
LOC729891	5.58	4.93	Yes
LOC729903	12.44	13.03	Yes
LOC729905	7.12	6.39	Yes
LOC729915	6.86	5.4	Yes
LOC729926	8.73	9.48	Yes
LOC730004	9.91	10.68	Yes
LOC730029	10.03	10.86	Yes
LOC730029	5.57	6.19	Yes
LOC730167	6.67	6.05	Yes
LOC730246	10.87	11.45	Yes
LOC730255	8.41	9.11	Yes
LOC730278	12.65	11.92	Yes
LOC730392	5.59	4.91	Yes
LOC730415	9.18	10.45	Yes
LOC730525	6.73	5.53	Yes
LOC730754	12.07	12.78	Yes
LOC730994	8.51	9.14	Yes
LOC731486	5.31	6.05	Yes
LOC731640	9.52	10.25	Yes
LOC731823	6.4	4.57	Yes
LOC731823	5.67	4.36	Yes
LOC731985	9.99	10.77	Yes
LOC732371	7.07	6.29	Yes
LOC732432	7.9	7.21	Yes
LOC791120	4.81	5.98	Yes
LOC90925	3.92	4.81	Yes
LOC91316	7.49	6.8	Yes
LOC91561	6.27	6.93	Yes
LOC92017	4.23	5.19	Yes
LOC92249	5.2	5.96	Yes
LOC93622	4.95	6.24	Yes
LONP1	5.76	6.91	Yes
LPAR5	6.69	7.53	Yes
LPCAT2	8.78	7.84	Yes
LPIN1	6.72	8.2	Yes
LQK1	5.61	6.41	Yes
LRBA	6.03	7	Yes
LRDD	3.42	4.27	Yes
LRFN3	5.37	6.19	Yes
LRG1	11.82	10.8	Yes
LRIG1	4.91	6.15	Yes
LRP1	3.86	4.88	Yes
LRP3	6.43	7.08	Yes
LRPAP1	9.55	8.55	Yes
LRPPRC	6.02	6.79	Yes
LRRC14	5.95	6.62	Yes
LRRC33	7.07	7.86	Yes
LRRC50	5.22	4.38	Yes
LRRC8A	4.56	5.14	Yes
LRRC8C	5.6	4.94	Yes
LRRFIP2	9.26	8.55	Yes
LRRN1	7.24	6.16	Yes
LRRN3	5.32	6.09	Yes
LSM4	6.9	7.79	Yes
LSM7	8.33	8.98	Yes
LSP1	9.56	8.93	Yes
LSS	5.11	5.85	Yes
LTA	5.92	6.73	Yes
LTB4R	9.78	8.87	Yes
LTBP3	4.48	5.52	Yes
LTF	8.79	8.16	Yes
LTV1	7.61	8.32	Yes
LUC7L	5.8	6.51	Yes
LY86	7.99	9.09	Yes
LY9	3.27	5.26	Yes
LY9	4.74	5.54	Yes
LYAR	7.93	8.54	Yes
LYPLA1	8.19	7.52	Yes
LYRM4	4.3	5.02	Yes
LYRM7	6.53	7.21	Yes
LYSMD4	5.96	6.62	Yes
LZTFL1	3.03	3.87	Yes
M160	4.25	2.78	Yes
M6PRBP1	12.23	11.57	Yes
MACF1	9.34	8.74	Yes
MACF1	5.85	4.99	Yes
MAD1L1	4.98	6.15	Yes
MADD	5.59	6.3	Yes
MAEA	6.94	6.25	Yes
MAF	5.01	6.05	Yes
MAFG	7.14	6.53	Yes
MAGED1	4.01	5.34	Yes
MAGED1	6.63	7.81	Yes
MAGEE1	5.06	5.76	Yes
MAGEH1	5.63	6.29	Yes
MAK16	3.82	5.29	Yes
MAL	8.1	9.63	Yes
MAL	5.78	7.68	Yes
MALT1	5.8	6.53	Yes
MAN1C1	3.21	4.55	Yes
MAN2C1	5.46	6.34	Yes
MANSC1	9.71	8.95	Yes
MANSC1	8.69	8.05	Yes
MAOA	5.75	4.95	Yes
MAP1LC3B2	4.71	5.55	Yes
MAP2K6	5.26	4.39	Yes
MAP3K4	6.37	7.29	Yes
MAP4K1	7.5	8.78	Yes
MAP4K1	3.94	5.6	Yes
MAP4K5	6.46	7.2	Yes
MAPK14	8.97	7.5	Yes
MAPK14	8.3	6.95	Yes
MAPK14	9.15	7.85	Yes
MAPK6	8.08	7.36	Yes
MAPRE1	11.34	10.71	Yes
MARCH1	5.85	6.62	Yes
MARCH3	6.1	5.48	Yes
MARCKSL1	7.77	8.63	Yes
MAST4	5.93	5.04	Yes
MATK	6.65	8	Yes
MBD3	3.88	4.75	Yes
MBNL2	5.07	6.64	Yes
MBOAT2	7.44	6.84	Yes
MCCC1	6.37	7.05	Yes
MCL1	9.89	9.28	Yes
MCM2	4.02	4.78	Yes
MCM3	5.99	6.72	Yes
MCM4	5.17	5.82	Yes
MCM7	8.91	9.53	Yes
MCOLN2	4.74	6.45	Yes
MCPH1	4.06	4.75	Yes
MCTP2	8.29	7.18	Yes
MDC1	5.73	6.77	Yes
MDFIC	3.81	4.53	Yes
MED24	4.23	5.12	Yes
MEF2A	7.42	6.13	Yes
MEF2A	5.29	4.4	Yes
MEF2C	5.48	7.04	Yes
MEGF6	6.01	6.96	Yes
MERTK	6.65	5.7	Yes
MERTK	7.25	5.87	Yes
METAP2	7.85	8.68	Yes
METRNL	7.75	7.09	Yes
METT10D	4.4	5.25	Yes
METTL1	4.54	5.65	Yes
METTL1	3.78	4.53	Yes
METTL7A	5.59	6.49	Yes
METTL7B	7.47	5.59	Yes
METTL9	8.61	7.74	Yes
METTL9	6.15	5.16	Yes
MFHAS1	4.02	5.4	Yes
MFNG	9.4	10.01	Yes
MFSD3	5.2	6.4	Yes
MFSD6	6.11	7.02	Yes
MFSD6	6.56	7.24	Yes
MGA	5.44	6.02	Yes
MGAM	10.6	9.61	Yes
MGC15763	4.47	5.81	Yes
MGC16121	6.79	5.88	Yes
MGC29506	7.05	7.68	Yes
MGC3020	4.24	5.37	Yes
MGC3196	4.2	5.42	Yes
MGC57346	5.26	6.01	Yes
MGC87895	9.71	10.4	Yes
MGMT	5.76	6.72	Yes
MIAT	8.33	7.12	Yes
MIIP	6.19	5.27	Yes
MIR155HG	3.93	4.57	Yes
MIR223	9.91	9.18	Yes
MIR9-3	5.14	4.34	Yes
MKI67IP	6.95	7.88	Yes
MKNK1	11.43	10.58	Yes
MLEC	8.02	8.69	Yes
MLEC	6.54	7.33	Yes
MLKL	8.36	7.47	Yes
MLKL	8.44	7.53	Yes
MLL	4.8	5.75	Yes
MLLT11	5.15	5.91	Yes
MMADHC	10.35	9.6	Yes
MME	9.83	11.49	Yes
MME	3.28	3.89	Yes
MMP23B	3.51	4.28	Yes
MMP8	9.44	6.81	Yes
MMP9	13.81	12.66	Yes
MOBK1B	8.78	8.12	Yes
MORC2	3.94	5.29	Yes
MOSPD3	7.68	6.87	Yes
MOSPD3	6.92	6.19	Yes
MPHOSPH10	7.36	8.13	Yes
MPP7	5.6	4.98	Yes
MPRIP	6.44	7.53	Yes
MPZL2	7.01	7.6	Yes
MR1	8.36	7.75	Yes
MRI1	7.5	8.37	Yes
MRI1	7.17	7.85	Yes
MRPL1	5.55	6.23	Yes
MRPL11	6.47	7.21	Yes
MRPL11	6.56	7.44	Yes
MRPL12	5.24	6.01	Yes
MRPL14	6.15	7.31	Yes
MRPL15	5.22	5.96	Yes
MRPL17	7.42	8.01	Yes
MRPL2	4.62	5.51	Yes
MRPL24	7.28	8.16	Yes
MRPL3	7.8	8.45	Yes
MRPL35	5.06	5.84	Yes
MRPL37	8.12	8.86	Yes
MRPL38	5.68	6.9	Yes
MRPL4	3.46	4.45	Yes
MRPL41	7.33	7.92	Yes
MRPL45	6.26	7.5	Yes
MRPL45	3.7	4.43	Yes
MRPL46	6.8	7.57	Yes
MRPL48	4.12	5.22	Yes
MRPL50	6.52	7.36	Yes
MRPL52	4.34	5	Yes
MRPL9	4.43	5.51	Yes
MRPS12	8.35	9.24	Yes
MRPS15	7.39	8.08	Yes
MRPS17	6.1	6.91	Yes
MRPS2	5.69	6.29	Yes
MRPS21	5.94	6.81	Yes
MRPS24	8.33	8.96	Yes
MRPS26	5.07	6.33	Yes
MRPS27	6.73	7.43	Yes
MRPS30	6.72	7.45	Yes
MRPS33	7.02	7.68	Yes
MRPS33	3.67	4.34	Yes
MRPS35	5.51	6.43	Yes
MRPS6	9.74	10.46	Yes
MRPS7	6.61	7.21	Yes
MRPS9	5.73	7.02	Yes
MRRF	5.4	6.32	Yes
MRVI1	7.87	7.21	Yes
MS4A14	4.63	5.71	Yes
MS4A14	3.26	3.96	Yes
MS4A3	8.75	9.34	Yes
MS4A4A	6.21	4.38	Yes
MS4A4A	4.79	3.38	Yes
MS4A6A	12.48	11.89	Yes
MS4A6A	12.04	11.43	Yes
MS4A7	7.83	8.73	Yes
MS4A7	7.92	8.64	Yes
MSL3	9.08	8	Yes
MSL3	9.38	8.5	Yes
MSL3	6.68	5.84	Yes
MSRA	9.42	8.43	Yes
MT1E	6.27	6.98	Yes
MTAP	5.79	6.46	Yes
MTERFD1	6.48	7.27	Yes
MTERFD1	5.98	6.9	Yes
MTF1	10.78	9.93	Yes
MTMR10	6.97	7.78	Yes
MTMR11	7.43	8.78	Yes
MTMR3	6.63	5.89	Yes
MTP18	4.71	6.02	Yes
MTRR	6.17	5.55	Yes
MTRR	8.12	7.28	Yes
MTSS1	7.35	8.49	Yes
MTX3	5.23	6.16	Yes
MUM1	5.46	6.21	Yes
MUTYH	6.29	6.97	Yes
MXD3	8.44	7.7	Yes
MXD4	8.44	9.24	Yes
MYB	7.29	8.15	Yes
MYBL1	4.02	4.95	Yes
MYBPH	3.29	4.21	Yes
MYC	4.66	6.15	Yes
MYC	7.87	8.81	Yes
MYH3	3.25	4.13	Yes
MYL4	6.69	7.38	Yes
MYO10	5.59	4.7	Yes
MYO9A	5.48	6.21	Yes
MYOM2	5.51	6.3	Yes
N4BP2L1	5.85	6.64	Yes
N6AMT1	3.02	3.94	Yes
NAAA	7.24	8.03	Yes
NAAA	7.8	8.48	Yes
NAALADL1	5.16	5.83	Yes
NAGA	4.05	4.88	Yes
NAGPA	6.1	7.44	Yes
NAIP	8.46	7.24	Yes
NAIP	8.56	7.31	Yes
NAMPT	13.26	12.66	Yes
NAMPT	12.35	11.61	Yes
NAPSA	5.34	6.16	Yes
NAPSB	7.62	8.79	Yes
NARG1	3.94	4.67	Yes
NARG2	3.71	4.48	Yes
NAT10	6.63	7.5	Yes
NAT6	3.48	4.56	Yes
NAT9	6.14	6.91	Yes
NCALD	3.64	5.59	Yes
NCALD	4.81	6.01	Yes
NCAPD3	3.89	4.58	Yes
NCAPH2	5.17	5.76	Yes
NCBP2	7.3	7.97	Yes
NCBP2	4.35	5.12	Yes
NCF4	12.01	11.34	Yes
NCKIPSD	4.39	5.24	Yes
NCL	8.38	9.26	Yes
NCOA7	9.16	8.55	Yes
NCOR2	7.29	7.94	Yes
NCOR2	8.56	9.19	Yes
NCR3	3.06	4.33	Yes
NCRNA00219	7.42	8.43	Yes
NDST2	8.73	7.99	Yes
NDUFAF1	8.47	7.64	Yes
NDUFAF2	6.05	6.85	Yes
NDUFAF3	4.21	4.88	Yes
NDUFB2	9.76	10.41	Yes
NECAB1	6.5	4.73	Yes
NECAB2	5.09	5.8	Yes
NEDD4	6.37	4.99	Yes
NEIL2	4.82	5.43	Yes
NEK8	3.77	4.87	Yes
NELF	4.73	6.32	Yes
NELL2	5.75	6.96	Yes
NENF	7.97	8.87	Yes
NEURL4	3.77	4.39	Yes
NFATC2IP	8.8	9.51	Yes
NFATC3	3.58	4.17	Yes
NFE2L3	4.74	5.48	Yes
NFIA	3.09	3.76	Yes
NFIX	4.64	5.55	Yes
NFKBIE	6.02	6.69	Yes
NFX1	6.71	7.31	Yes
NFX1	3.34	3.98	Yes
NGDN	7.63	8.23	Yes
NHP2	6.26	7.16	Yes
NHP2	6.32	7.3	Yes
NHP2	6	6.74	Yes
NHP2	7.45	8.11	Yes
NHP2L1	8.7	9.44	Yes
NHP2L1	4.83	5.61	Yes
NHS	5.07	5.85	Yes
NIPA1	6.03	6.66	Yes
NIT2	4.66	5.62	Yes
NKRF	5.73	6.32	Yes
NLRC3	5.24	5.96	Yes
NLRC4	9.77	8.4	Yes
NLRC5	7.41	6.81	Yes
NME1	8.04	8.75	Yes
NME2	6.78	7.48	Yes
NME3	6.96	7.91	Yes
NMT2	4.76	5.77	Yes
NOB1	4.66	5.29	Yes
NOC3L	4.06	5.67	Yes
NOC4L	3.97	4.63	Yes
NOD1	3.98	4.85	Yes
NOL11	7.25	8.2	Yes
NOL6	6.73	7.71	Yes
NOL8	3.48	4.25	Yes
NOLC1	3.21	3.86	Yes
NOP14	5.27	5.94	Yes
NOP16	4.86	5.54	Yes
NOP2	7.2	8.02	Yes
NOP2	4.17	5.36	Yes
NOP2	4.63	5.27	Yes
NOP56	8.81	9.49	Yes
NOP56	6.11	7.12	Yes
NOP56	4.69	5.37	Yes
NOP58	7.22	8.42	Yes
NOV	4.68	6.34	Yes
NPAL3	6.07	7	Yes
NPAT	5.24	6.1	Yes
NPIP	4.13	5.54	Yes
NPIP	5.7	6.68	Yes
NPM3	6.24	6.82	Yes
NQO2	10.35	9.61	Yes
NR2C1	3.12	4.08	Yes
NR2C2AP	5.4	6.18	Yes
NR2F6	3.69	4.39	Yes
NR3C2	3.89	4.57	Yes
NRG1	3.31	4.72	Yes
NSMCE4A	8.25	9	Yes
NSUN5B	3.65	4.25	Yes
NSUN5C	5.81	6.47	Yes
NSUN7	9.46	8.31	Yes
NSUN7	8.73	7.6	Yes
NT5C3L	3.78	4.68	Yes
NTHL1	4.73	5.56	Yes
NTN3	8.05	7.04	Yes
NTNG2	5.53	4.91	Yes
NTSR1	5.39	4.29	Yes
NUBP1	5.73	6.71	Yes
NUDT14	4.87	6.31	Yes
NUDT16	7.54	6.89	Yes
NUP160	6.8	7.39	Yes
NUP205	6.86	7.83	Yes
