Symbol	SRS1	SRS2	deStatus
STK39	7.23	8.01	Yes
STMN3	8.77	9.53	Yes
STOM	12.83	11.86	Yes
STOM	10.03	8.75	Yes
STOML2	8.16	8.75	Yes
STRA13	7.27	7.91	Yes
STRADB	8.19	9.06	Yes
STRBP	3.28	4.16	Yes
STX11	11.79	11.19	Yes
STX2	5.63	6.3	Yes
STXBP2	12.39	11.2	Yes
SULF2	6.31	8.58	Yes
SULF2	7.14	8.78	Yes
SULF2	4.11	6.02	Yes
SULT1B1	8.87	7.85	Yes
SUMF2	8.23	9.13	Yes
SUMF2	4.67	5.26	Yes
SUPT3H	4.55	5.18	Yes
SUV39H1	5.78	6.4	Yes
SV2A	7.03	6.44	Yes
SYCP2	6	5.18	Yes
SYCP2	5.36	4.4	Yes
SYMPK	5.1	5.74	Yes
SYN2	7.17	6.2	Yes
SYNE2	6.12	6.98	Yes
SYNGR1	3.33	4.23	Yes
SYNJ2BP	6.5	7.79	Yes
SYNM	4.2	5.01	Yes
SYTL2	6.11	7.38	Yes
SYTL2	4.1	5.05	Yes
TADA1L	3.62	4.84	Yes
TAF1B	4.06	4.91	Yes
TAF4	7.51	8.15	Yes
TAF5	5.45	6.05	Yes
TAF6L	5.35	5.95	Yes
TAGAP	7.65	8.49	Yes
TAGAP	7.84	8.52	Yes
TAGAP	7.04	7.68	Yes
TAGLN	6.61	7.57	Yes
TAGLN	3.69	4.31	Yes
TARBP1	3.52	5.09	Yes
TARBP2	3.42	4.29	Yes
TARP	5.41	6.25	Yes
TBC1D4	5.17	6.11	Yes
TBC1D8	9.12	7.64	Yes
TBC1D9	4.09	5.69	Yes
TBKBP1	6.19	5.22	Yes
TBRG4	3.77	4.83	Yes
TBRG4	5.47	6.27	Yes
TC2N	3.59	4.99	Yes
TCEA2	4.19	5.06	Yes
TCEA3	3.73	5.71	Yes
TCEAL3	6.63	7.5	Yes
TCEAL3	5.08	6.07	Yes
TCEAL4	6.61	7.55	Yes
TCEAL4	3.63	4.67	Yes
TCEAL8	7.07	7.79	Yes
TCEAL8	6.06	6.84	Yes
TCEAL8	4.92	5.94	Yes
TCERG1	5.01	5.69	Yes
TCERG1	4.05	4.96	Yes
TCF3	3.78	5.35	Yes
TCF7	3.1	3.89	Yes
TCN1	10.23	9.52	Yes
TCTN1	5.27	6	Yes
TDRD9	9.93	7.88	Yes
TDRD9	9.5	7.51	Yes
TEX10	5.09	6.09	Yes
TGFA	8.61	7.84	Yes
TGFA	8.67	7.93	Yes
TGFBI	8.82	10.24	Yes
TGFBR3	6.22	7.84	Yes
TGIF2	5.27	6.57	Yes
TGM3	5.93	6.92	Yes
TH1L	7.32	8.21	Yes
TH1L	7.24	7.93	Yes
THADA	5.65	6.48	Yes
THOC1	5.29	6.67	Yes
THOC3	4.37	5.66	Yes
THOC3	5	5.74	Yes
THOC6	4.31	5.16	Yes
THOP1	3.88	4.91	Yes
THUMPD2	4.53	5.73	Yes
TIAM1	4.57	5.24	Yes
TIAM2	6.24	7.63	Yes
TIFA	7.01	6.02	Yes
TIGA1	7.73	8.71	Yes
TIGD5	5.89	6.49	Yes
TIGIT	3.35	4.05	Yes
TIMELESS	5.16	6.01	Yes
TIMM10	7.17	8.04	Yes
TIMM44	3.38	4.4	Yes
TIMM9	6.03	6.85	Yes
TIMP2	8.82	8.03	Yes
TIPARP	10.06	9.11	Yes
TLR2	8.26	7.56	Yes
TLR4	9.53	8.93	Yes
TLR5	11.42	10.43	Yes
TLR6	10.6	9.97	Yes
TLR7	4.79	6.48	Yes
TLR8	12.21	11.43	Yes
TLR8	10.98	10.08	Yes
TM7SF2	4.38	5.34	Yes
TMC4	4.86	4.25	Yes
TMCO3	10.09	9.09	Yes
TMED3	8.4	9.2	Yes
TMEM109	6.62	7.66	Yes
TMEM110	5.29	4.04	Yes
TMEM120A	10.35	9.59	Yes
TMEM134	6.79	7.44	Yes
TMEM134	6.26	6.93	Yes
TMEM137	7.23	8.01	Yes
TMEM138	5.77	6.63	Yes
TMEM147	7.64	8.37	Yes
TMEM149	10.09	9.41	Yes
TMEM14A	3.36	4.4	Yes
TMEM150A	5.94	6.69	Yes
TMEM156	6.95	7.68	Yes
TMEM156	3.66	4.27	Yes
TMEM158	9.04	9.65	Yes
TMEM165	8.1	7.17	Yes
TMEM167A	9.25	8.58	Yes
TMEM169	6.92	5.91	Yes
TMEM176A	5.7	6.36	Yes
TMEM176B	3.93	4.79	Yes
TMEM177	3.99	4.64	Yes
TMEM18	3.57	4.4	Yes
TMEM181	8.23	8.81	Yes
TMEM185B	8.76	8.14	Yes
TMEM19	4.91	5.57	Yes
TMEM194A	5.2	6.38	Yes
TMEM194A	4.93	5.97	Yes
TMEM2	10.26	9.65	Yes
TMEM204	4.69	5.98	Yes
TMEM206	5.52	6.49	Yes
TMEM209	6.4	7.15	Yes
TMEM4	6.92	7.5	Yes
TMEM44	2.95	3.59	Yes
TMEM99	4.95	5.65	Yes
TMLHE	6.2	5.52	Yes
TMOD2	5.55	6.19	Yes
TMOD3	7.25	6.65	Yes
TMTC1	7.37	6.68	Yes
TMTC4	3.08	3.78	Yes
TNFAIP2	8.4	9.13	Yes
TNFAIP8L1	4.64	5.97	Yes
TNFAIP8L3	5.81	3.83	Yes
TNFRSF13B	3.59	4.42	Yes
TNFRSF17	4.51	5.5	Yes
TNFRSF25	5.64	7.81	Yes
TNFRSF4	5.32	6	Yes
TNFSF13B	12.44	11.78	Yes
TNFSF13B	12.23	11.44	Yes
TNIK	3.96	4.75	Yes
TNNT3	3.65	4.27	Yes
TNS3	6.58	7.84	Yes
TOMM20	8.41	9	Yes
TOMM20	7.1	7.8	Yes
TOMM22	7.84	8.52	Yes
TOMM40	6.89	7.94	Yes
TOMM70A	6.92	7.55	Yes
TOP1MT	4.81	6.16	Yes
TOR1AIP2	5.99	5.29	Yes
TOR1B	8.68	8.09	Yes
TP53BP1	5.58	6.39	Yes
TP53I11	6.88	6.08	Yes
TP53I11	6.64	6.02	Yes
TP53I13	7.48	8.27	Yes
TP53I3	7.77	6.64	Yes
TPK1	9.56	8.42	Yes
TPK1	5.22	4.16	Yes
TPM2	5.55	6.96	Yes
TPM2	4.55	5.99	Yes
TPST1	9.56	8.96	Yes
TPST2	11.72	11.07	Yes
TPST2	10.82	10.07	Yes
TRAF3IP2	6.46	7.2	Yes
TRAF5	4.14	5.92	Yes
TRAM2	4.48	5.69	Yes
TRAPPC2P1	4.6	5.24	Yes
TRAPPC6A	6.38	7.4	Yes
TRAT1	5.43	6.62	Yes
TREML3	8.88	8.05	Yes
TRIAP1	6.1	7.02	Yes
TRIB2	6.04	7.13	Yes
TRIB3	5.88	6.63	Yes
TRIM22	10.51	9.9	Yes
TRIM24	4.65	5.31	Yes
TRIM25	10.87	10.18	Yes
TRIM28	6.38	6.97	Yes
TRIM32	3.31	4.1	Yes
TRIM44	7.3	7.96	Yes
TRIM68	5.41	6.12	Yes
TRIT1	5.71	6.64	Yes
TRMT11	4.09	5.3	Yes
TRMU	4.46	5.09	Yes
TRO	5.26	4.49	Yes
TRPM2	6.24	5.1	Yes
TSEN54	3.26	4.94	Yes
TSHZ2	4.63	5.38	Yes
TSHZ3	8.8	7.85	Yes
TSNAX	8.8	8.16	Yes
TSPAN14	8.96	8.26	Yes
TSPAN17	4.96	5.54	Yes
TSPAN18	6.26	7.28	Yes
TSPAN3	5.63	6.78	Yes
TSPAN4	5.12	6.16	Yes
TSPAN4	3	3.66	Yes
TSPAN5	6.95	7.97	Yes
TSPO	14.16	13.56	Yes
TSPO	12.62	11.63	Yes
TSPO	11.9	10.73	Yes
TSPYL2	3.43	4.66	Yes
TSR1	5.19	5.99	Yes
TTC16	4.1	4.77	Yes
TTC19	6.2	7.03	Yes
TTC21A	3.16	3.79	Yes
TTC27	4.91	6.49	Yes
TTC3	8.32	9.34	Yes
TTC35	5.62	4.89	Yes
TTC37	7.3	8.06	Yes
TTC39C	5.14	6.5	Yes
TTC4	7.31	8.1	Yes
TTF2	5.86	6.6	Yes
TTYH2	3.27	4.64	Yes
TUBA1A	11.24	10.58	Yes
TUBGCP5	4.94	5.64	Yes
TULP4	4.74	6.05	Yes
TWISTNB	2.97	3.74	Yes
TXK	4.09	5.59	Yes
TXNDC3	8.8	8.02	Yes
TXNDC5	8.63	9.37	Yes
TXNDC5	5.15	6.15	Yes
TXNDC5	3.45	4.16	Yes
TYSND1	6.37	7.4	Yes
TYW1B	6.53	7.17	Yes
TYW3	4.69	6.21	Yes
UBA3	8.5	7.86	Yes
UBA5	5.19	6.05	Yes
UBA52	6.13	6.98	Yes
UBAP1	10.93	10.25	Yes
UBAP2	4	4.85	Yes
UBASH3A	3.71	5.62	Yes
UBE1DC1	4.66	5.71	Yes
UBE2D4	5.05	5.79	Yes
UBE2E2	6.35	7.16	Yes
UBE2F	10.87	10.15	Yes
UBE2G2	7.35	8.21	Yes
UBE2H	7.12	5.43	Yes
UBE2H	9.87	9	Yes
UBE2O	5.77	6.78	Yes
UBE2Q2	6.98	7.91	Yes
UBFD1	3.5	4.22	Yes
UBQLN4	6.75	7.64	Yes
UBTD1	8.5	7.89	Yes
UCHL3	6.64	7.23	Yes
UCK2	3.78	4.4	Yes
UCKL1	7.75	8.55	Yes
UFSP2	6.41	6.99	Yes
UGCG	10.43	9.36	Yes
UHRF2	5.27	5.89	Yes
UNC84A	5	6.41	Yes
UNG	6.14	6.99	Yes
UPB1	7.7	6.52	Yes
UPF3A	5.8	6.82	Yes
UPP1	12.35	11.27	Yes
UQCC	5.74	6.68	Yes
UQCC	3.33	3.95	Yes
URG4	3.53	4.93	Yes
URG4	5.08	5.91	Yes
UROS	7.32	8.09	Yes
USE1	3.49	4.41	Yes
USMG5	4.74	5.38	Yes
USP13	3.35	4.23	Yes
USP14	4.79	5.58	Yes
USP36	5.52	6.28	Yes
USP5	6.9	7.9	Yes
USPL1	6.24	7	Yes
VAC14	4.49	5.27	Yes
VAMP4	7.24	6.58	Yes
VAMP4	5.38	4.78	Yes
VAMP8	10.1	10.7	Yes
VARS	5.76	7.14	Yes
VARS2	5.14	6.41	Yes
VASH1	4.14	5.04	Yes
VASP	5.23	4.54	Yes
VCAN	10.94	11.67	Yes
VEGFB	7.97	8.72	Yes
VENTX	5.71	6.54	Yes
VEZT	6.36	7.15	Yes
VIPR1	6.66	7.42	Yes
VNN1	10.44	8.66	Yes
VNN2	12.67	11.72	Yes
VOPP1	7.35	6.43	Yes
VPREB3	4.24	5.65	Yes
VPS36	7.44	8.09	Yes
VPS45	6.52	7.25	Yes
VSIG8	3.76	4.9	Yes
VSTM1	8.57	7.71	Yes
VWA5A	6.52	5.59	Yes
VWA5A	7.65	6.58	Yes
WBP11	7.9	8.53	Yes
WBSCR22	6.56	7.59	Yes
WDFY3	6.69	5.93	Yes
WDR18	7.05	8.14	Yes
WDR33	5.43	6.06	Yes
WDR36	5.51	6.43	Yes
WDR37	8.48	7.9	Yes
WDR4	6.36	7.26	Yes
WDR46	6.39	7.08	Yes
WDR5	4.85	6	Yes
WDR54	6.05	7.32	Yes
WDR60	3.42	4.2	Yes
WDR67	4.89	6.12	Yes
WDR74	3.95	5.64	Yes
WDR74	4.3	5.37	Yes
WDR75	7.12	8.07	Yes
WDR81	5.78	6.77	Yes
WDR92	4.04	4.9	Yes
WFS1	3.01	3.61	Yes
WIPI1	9.23	8.21	Yes
WRN	4.65	5.39	Yes
WSB1	8.79	7.92	Yes
WWP2	5.58	4.3	Yes
XPO4	6.31	7.35	Yes
XPO4	3.42	4.74	Yes
XPO5	4.81	5.8	Yes
XRN2	10	9.27	Yes
XYLT1	5.04	5.71	Yes
YARS2	6.1	6.75	Yes
YDJC	3.93	4.74	Yes
YIF1A	6.16	7.07	Yes
YIPF1	9.77	9.11	Yes
YOD1	9.78	9.15	Yes
YPEL1	4.78	5.71	Yes
YWHAZ	6.49	5.61	Yes
ZAK	7.98	7.35	Yes
ZAK	6.41	5.59	Yes
ZAP70	4.71	6.8	Yes
ZBTB16	5.84	5.25	Yes
ZBTB25	5.14	5.82	Yes
ZBTB4	7.61	8.42	Yes
ZBTB42	4.62	5.69	Yes
ZBTB9	4.65	6.06	Yes
ZDHHC14	3.16	4.04	Yes
ZDHHC19	11.43	8.2	Yes
ZDHHC20	6.06	5.05	Yes
ZDHHC23	3.39	4.29	Yes
ZDHHC3	7.67	6.85	Yes
ZDHHC8	8.55	9.49	Yes
ZFAND1	6.99	7.63	Yes
ZFAND1	4.04	4.63	Yes
ZFHX3	5.76	6.58	Yes
ZFP36L2	8.36	9.02	Yes
ZFP82	2.99	4	Yes
ZFP90	6.59	7.27	Yes
ZMYM3	3.82	5.01	Yes
ZMYND11	8.12	8.96	Yes
ZMYND19	3.56	4.89	Yes
ZNF146	5.76	6.83	Yes
ZNF167	6.17	5.42	Yes
ZNF17	4.93	5.8	Yes
ZNF175	3.43	4.29	Yes
ZNF193	4.99	5.64	Yes
ZNF22	6.89	7.93	Yes
ZNF22	7.54	8.3	Yes
ZNF232	3.85	4.52	Yes
ZNF234	5.35	6.33	Yes
ZNF248	4.7	5.62	Yes
ZNF254	6.7	6	Yes
ZNF256	3.78	4.77	Yes
ZNF259	5.11	5.87	Yes
ZNF260	3.99	4.69	Yes
ZNF266	7.59	8.27	Yes
ZNF275	6.14	7.32	Yes
ZNF280D	3.91	4.49	Yes
ZNF3	4.31	4.99	Yes
ZNF30	3.27	4.06	Yes
ZNF32	6.13	6.89	Yes
ZNF337	4.94	6.42	Yes
ZNF343	3.79	4.47	Yes
ZNF346	3.93	4.65	Yes
ZNF366	4.98	4.31	Yes
ZNF385A	5.62	6.26	Yes
ZNF395	7.2	8.22	Yes
ZNF416	3.23	3.89	Yes
ZNF431	3.96	4.66	Yes
ZNF438	9.86	8.85	Yes
ZNF443	6.69	6.06	Yes
ZNF480	4.83	5.68	Yes
ZNF503	3.68	4.31	Yes
ZNF514	3.81	5.01	Yes
ZNF526	6.43	7.03	Yes
ZNF529	5.51	6.22	Yes
ZNF532	2.83	3.64	Yes
ZNF540	3.62	4.49	Yes
ZNF544	6.43	7.04	Yes
ZNF548	5.16	5.98	Yes
ZNF559	5.78	6.59	Yes
ZNF573	3.49	4.44	Yes
ZNF589	4.48	5.87	Yes
ZNF593	6.13	7.1	Yes
ZNF614	4.19	4.93	Yes
ZNF653	5.63	6.31	Yes
ZNF683	4.81	5.74	Yes
ZNF689	7.57	8.22	Yes
ZNF696	5.1	5.74	Yes
ZNF706	4.85	5.47	Yes
ZNF706	4.46	5.05	Yes
ZNF74	2.74	3.67	Yes
ZNF777	5.34	5.95	Yes
ZNF783	4.2	5.51	Yes
ZNF789	3.78	4.76	Yes
ZNF792	4.72	5.54	Yes
ZNF827	3.38	4.81	Yes
ZNF831	5.44	6.43	Yes
ZNF831	2.84	4.1	Yes
ZNF84	4.15	5.08	Yes
ZNF91	7.09	7.7	Yes
ZNHIT6	4.62	6.29	Yes
ZNHIT6	4.58	5.64	Yes
ZSCAN2	5.15	6.02	Yes
ZZZ3	5.75	6.46	Yes
